,scalar_text_sequentiality,sentence_total_sequentialities,sentence_contextual_sequentialities,sentence_topic_sequentialities,topic,model_id,history_length
0,0.9861885283393543,"[-0.10727945963541667, 1.0163066010726125, 0.713550329208374, 1.283797012056623, 1.4415721893310547, 1.0420246435248333, 0.4091454642159598, 2.5345659757915295, 0.5420139994886186]","[-39.13153076171875, -27.12628984451294, -54.227516174316406, -39.848912477493286, -43.55798149108887, -44.21754598617554, -88.8266487121582, -27.775665283203125, -57.45799005031586]","[-37.5223388671875, -46.43611526489258, -77.06112670898438, -84.7818078994751, -83.9220027923584, -68.1841127872467, -103.1467399597168, -75.93241882324219, -76.97049403190613]",a short story,Qwen/Qwen2.5-7B-Instruct,1
1,0.9633983096120091,"[0.14381760817307693, 0.9537224173545837, 1.2525923592703683, 0.8242509524027507, 1.3705193201700847, 1.476414680480957, 0.16941179547991073, 1.6538808242134426, 1.6323108673095703, 0.9270072174072266, 0.19345336347012906]","[-36.56787109375, -29.44568395614624, -30.06786346435547, -33.81398153305054, -35.71932411193848, -18.344341278076172, -56.46484375, -45.13150930404663, -18.480777740478516, -39.069138526916504, -269.13462936878204]","[-38.4375, -52.33502197265625, -47.604156494140625, -46.1777458190918, -60.388671875, -24.25, -58.83660888671875, -83.17076826095581, -41.3331298828125, -62.24431896209717, -290.60795271396637]",a short story,Qwen/Qwen2.5-7B-Instruct,1
2,1.016365343874618,"[-0.040757399338942304, 1.006755374726795, 0.6461126587607644, 0.2766460619474712, 0.9860378064607319, 3.040645054408482, 1.048102098352769, 0.8853474571591332, 0.964534109288996, 1.3502302169799805]","[-38.96134948730469, -38.49230098724365, -60.143094062805176, -43.08246994018555, -41.245391845703125, -23.445953369140625, -30.938148498535156, -54.381046295166016, -29.211301803588867, -16.80548667907715]","[-38.43150329589844, -59.63416385650635, -74.35757255554199, -48.3387451171875, -59.98011016845703, -44.73046875, -48.75588417053223, -72.97334289550781, -50.43105220794678, -30.307788848876953]",a short story,Qwen/Qwen2.5-7B-Instruct,1
3,0.7729487456721497,"[0.015572018093532987, 1.3285050921969943, 0.5446537562779018, 0.3640889084857443, 0.4522575265482852, 1.0931919642857142, 0.6842672448409232, 0.6057367739470109, 0.6004019975662231, 2.0408121744791665]","[-98.98768615722656, -49.11163139343262, -54.391082763671875, -67.25903081893921, -52.28638136386871, -35.01171875, -47.52104568481445, -78.88348388671875, -50.55257534980774, -4.416229248046875]","[-99.54827880859375, -73.02472305297852, -62.0162353515625, -75.63307571411133, -60.87927436828613, -42.6640625, -60.52212333679199, -92.8154296875, -61.96021330356598, -10.538665771484375]",a short story,Qwen/Qwen2.5-7B-Instruct,1
4,1.461911457397232,"[0.12972005208333334, 0.9055088588169643, 0.815032958984375, 1.0017428927951388, 1.2063762664794921, 1.2447341918945312, 1.6601308186848958, 4.0546875, 1.2562696668836806, 0.32921210924784344, 3.0073460170200894, 1.0865671634674072, 1.6349400111607142, 1.1719098772321428, 3.0856119791666665, 0.9194510323660714, 0.9380645751953125, 2.0961898890408603, 0.8914794921875, 0.9636655449867249, 1.3588222927517362, 1.3100934709821428, 0.46013364791870115, 4.834375, 0.9982819276697495, 1.2995827414772727, 2.020086669921875, 2.8048502604166665, 1.2437613351004464, 1.4603678385416667, 1.6619048118591309, 1.2094930013020833, 1.8567708333333333, 0.6711647727272727, 2.70546875, 1.1286892361111112, 1.546875, 2.363494873046875, 2.073883056640625, 1.531982421875, 1.40625, 0.796875, -1.65546875, 0.3183135986328125, 0.7564374138327206, 2.4725167410714284, 1.979974365234375, 0.21421305338541666, 1.7083333333333333, 1.6015625, 0.40087318420410156, 2.5770438058035716, 1.8448893229166667, 1.5826822916666667]","[-30.359375, -27.5802001953125, -18.55499267578125, -28.56781005859375, -48.772369384765625, -20.94073486328125, -24.0810546875, -17.40625, -19.37078857421875, -17.51147723197937, -11.932952880859375, -21.4762122631073, -12.242706298828125, -12.93408203125, -7.0087890625, -20.0596923828125, -23.9713134765625, -27.991944789886475, -8.336181640625, -24.367305278778076, -31.2025146484375, -37.82958984375, -40.500969886779785, -23.25, -59.50992393493652, -27.8505859375, -6.738555908203125, -16.5927734375, -49.88958740234375, -14.79638671875, -6.677326202392578, -25.5711669921875, -9.5546875, -57.3515625, -10.33984375, -46.044921875, -25.796875, -14.736480712890625, -15.9404296875, -29.53125, -45.884765625, -6.4453125, -24.62109375, -25.849578857421875, -32.4415283203125, -35.416015625, -26.943878173828125, -37.506103515625, -13.87109375, -19.546875, -45.8372802734375, -22.8760986328125, -29.3369140625, -14.60546875]","[-31.1376953125, -40.25732421875, -26.705322265625, -37.58349609375, -72.89989471435547, -33.38807678222656, -39.02223205566406, -33.625, -30.677215576171875, -20.47438621520996, -32.984375, -33.42845106124878, -23.687286376953125, -21.137451171875, -16.265625, -26.495849609375, -35.22808837890625, -51.05003356933594, -11.902099609375, -32.076629638671875, -43.431915283203125, -56.1708984375, -45.1023063659668, -47.421875, -76.48071670532227, -42.14599609375, -16.8389892578125, -33.421875, -67.30224609375, -23.55859375, -19.972564697265625, -32.828125, -15.125, -64.734375, -23.8671875, -56.203125, -35.078125, -36.0079345703125, -32.531494140625, -41.787109375, -61.353515625, -8.8359375, -16.34375, -29.351028442382812, -45.30096435546875, -52.7236328125, -36.84375, -39.43402099609375, -24.12109375, -29.15625, -52.251251220703125, -40.9154052734375, -40.40625, -24.1015625]",a short story,Qwen/Qwen2.5-7B-Instruct,1
5,1.2188681764725005,"[0.23827253069196427, 1.5265189276801214, 0.7847336989182693, 1.6268310546875, 0.6106337229410808, 2.2849388122558594, 2.2050633430480957, 0.9079833984375, 2.2288330078125, 0.3226255937056108, 1.29119873046875, 1.314165751139323, 1.11337890625, 0.446875, 1.6181233723958333, 1.5820287068684895, 1.335693359375, 1.4421037946428572, 1.7843107743696733, 0.9378255208333334, 0.653558349609375, 0.8160675048828125, 1.4864669799804688, 1.5752944946289062, 1.4701741536458333, 0.6216517857142857, 1.7326136997767858, 1.7491048177083333, 0.5336513519287109, 1.326416015625, 1.1702159534801135, 1.369930787519975, 0.608790678136489, 0.48505859375, 1.4, 0.1923084259033203, 1.0446428571428572, 2.47890625]","[-27.83502197265625, -7.795173645019531, -34.2825927734375, -14.2137451171875, -39.2806510925293, -44.51336669921875, -40.10962677001953, -25.346145629882812, -7.3118896484375, -22.836669921875, -52.0859375, -26.064804077148438, -28.1259765625, -39.4326171875, -27.9251708984375, -11.055511474609375, -6.3798828125, -14.6533203125, -22.59271240234375, -38.615234375, -41.82379150390625, -24.248809814453125, -22.163177490234375, -8.206634521484375, -28.117919921875, -18.4453125, -12.449462890625, -39.53125, -19.986099243164062, -30.896484375, -37.9901123046875, -21.255489349365234, -42.9315185546875, -13.47314453125, -38.6396484375, -30.310192108154297, -32.546875, -14.08984375]","[-29.5029296875, -21.533843994140625, -44.484130859375, -22.347900390625, -48.44015693664551, -81.0723876953125, -75.39064025878906, -34.42597961425781, -18.4560546875, -26.38555145263672, -72.7451171875, -37.892295837402344, -39.259765625, -43.9013671875, -42.48828125, -20.547683715820312, -11.72265625, -24.748046875, -42.220130920410156, -49.869140625, -48.359375, -32.40948486328125, -37.02784729003906, -14.5078125, -36.93896484375, -22.796875, -24.5777587890625, -60.5205078125, -24.25531005859375, -41.5078125, -50.86248779296875, -36.32472801208496, -53.28096008300781, -15.8984375, -52.6396484375, -32.2332763671875, -39.859375, -26.484375]",a short story,Qwen/Qwen2.5-7B-Instruct,1
6,0.8290217975430489,"[-0.15673828125, 0.6138912836710612, 0.7438013177168997, 1.6765867682064282, 0.7570544481277466, 1.9139601665994395, 0.5038601776649212, 0.5797584996078954]","[-33.943359375, -43.117523193359375, -80.40694808959961, -38.72458744049072, -46.766884326934814, -37.45027160644531, -60.45077610015869, -106.7598648071289]","[-32.689453125, -57.850914001464844, -108.6713981628418, -67.2265625, -67.96440887451172, -81.47135543823242, -75.0627212524414, -125.89189529418945]",a short story,Qwen/Qwen2.5-7B-Instruct,1
7,1.3870635855346112,"[0.2509303257383149, 3.0035858154296875, 1.375091552734375, 2.241978236607143, 0.5334065755208334, 0.6796875, 1.771341323852539, 2.532623291015625, 1.3314480781555176, 0.2861328125, 1.1895052591959636, 0.7825088500976562, 3.387451171875, 0.05319940476190476]","[-63.98465919494629, -24.307891845703125, -51.117401123046875, -18.19677734375, -15.330810546875, -32.984375, -36.520111083984375, -14.5938720703125, -9.557037353515625, -46.7333984375, -7.969291687011719, -59.19976806640625, -15.68701171875, -77.0076904296875]","[-71.26163864135742, -54.34375, -77.244140625, -33.890625, -18.53125, -39.78125, -64.861572265625, -39.92010498046875, -20.208621978759766, -51.59765625, -15.1063232421875, -71.71990966796875, -36.01171875, -78.1248779296875]",a short story,Qwen/Qwen2.5-7B-Instruct,1
8,0.538468068476778,"[0.09925573012408088, 0.3213581641515096, 0.7524525035511364, 1.0881136939639138, 0.8179031610488892, 0.2877892085484096, 1.6517857142857142, 0.3792140483856201, 0.3615918731689453, 0.3974965413411458, 1.7249686831519717, -1.4203125]","[-40.83099365234375, -42.732407569885254, -21.0943603515625, -45.54341125488281, -46.466928482055664, -39.4962158203125, -28.6875, -48.58744430541992, -50.64107704162598, -49.927947998046875, -42.446067810058594, -31.9140625]","[-42.518341064453125, -50.445003509521484, -29.371337890625, -68.393798828125, -59.55337905883789, -43.525264739990234, -40.25, -54.654869079589844, -59.68087387084961, -57.0828857421875, -78.67041015625, -24.8125]",a short story,Qwen/Qwen2.5-7B-Instruct,1
9,2.135988977977043,"[0.052203010110294115, 3.4569185697115383, 1.1226014357346754, 5.1357421875, 0.9903971354166666, 1.9993331344039351, 3.05074585808648, 2.7461579975328947, 3.1479921842876233, 4.8, 1.3229425144195557, 1.37392578125, 1.3748823801676433, 0.971429376041188, 0.9754522414434523, 2.890176773071289, 0.9009120464324951]","[-72.900634765625, -60.43115234375, -76.33363342285156, -34.6796875, -81.8203125, -119.76995849609375, -59.948482513427734, -61.270263671875, -44.74004364013672, -34.9375, -76.31709170341492, -83.009765625, -45.10457992553711, -61.11923408508301, -70.52508544921875, -44.04460144042969, -55.64336395263672]","[-73.7880859375, -105.37109375, -105.52127075195312, -86.037109375, -99.6474609375, -173.751953125, -114.86190795898438, -113.447265625, -104.55189514160156, -58.9375, -109.39065456390381, -110.48828125, -86.3510513305664, -77.6335334777832, -91.00958251953125, -113.40884399414062, -84.47254943847656]",a short story,Qwen/Qwen2.5-7B-Instruct,1
